travel_time_min,transfers,walk_distance_m,bus_line,congestion,weekday,departure_time,comfort
88.28221022772544,3,452.3871280842318,Line 3,0.43594965458039225,Sat,22:55,48.36456487869633
51.73323199238333,3,683.6051799887072,Line 1,0.8113725245596035,Sat,17:59,42.920082951328226
100.39726350201951,2,694.6400336183889,Line 4,0.3976052547405534,Tue,19:51,44.54172830388624
105.56454899151319,0,861.5862738761234,Line 4,0.7701176739104459,Sun,07:40,35.217730307588965
26.97086357238873,2,444.5639984416796,Line 4,0.3764036089414562,Tue,21:36,71.15826978985928
44.60676100348219,3,666.4068521223184,Line 1,0.9131884157484452,Thr,18:02,42.24570734124822
83.47470215808681,0,216.5309849649039,Line 1,0.46240771148260457,Tue,14:24,63.66151976819898
71.40452634010144,0,694.808952167373,Line 2,0.22606964504962723,Thr,05:33,64.63472407942047
79.54334453903343,2,295.57880197169504,Line 3,0.8292312185106103,Fri,08:20,45.53243658457158
56.814266048550095,1,378.06688613902895,Line 3,0.9618854418417918,Mon,18:51,49.730403960475165
103.90203695677168,2,608.029798219193,Line 2,0.4237495126892681,Tue,10:06,44.48824142919381
101.14038480495881,1,441.4427634827847,Line 2,0.8360691614433945,Sat,17:43,39.572769466578045
81.79471435971385,3,417.53839240779166,Line 3,0.8502666353528441,Sun,18:06,38.48560041705488
110.63841600539114,1,465.31718535021395,Line 3,0.8707913105241251,Sun,18:25,35.33989335668403
92.7069039224106,1,677.4437720084088,Line 3,0.3201614656975874,Sat,10:13,52.739546134882126
56.64443085883359,0,387.05203445771275,Line 4,0.393772024979825,Sun,20:49,69.97596117321282
90.02264631136232,0,540.5407698662497,Line 4,0.8843356182071191,Tue,08:36,42.65264568178648
53.93757090946781,0,483.8601067795141,Line 5,0.7719653419762581,Tue,18:50,57.46738877384546
103.87627918953167,3,693.2103210280388,Line 5,0.3108182395997218,Wed,11:43,42.84659519443852
78.64301373939365,1,698.1064927856502,Line 2,0.8182139111169805,Sun,08:12,41.402972694760344
74.97544095883981,0,229.43132844183424,Line 2,0.8321134158286446,Sat,08:58,54.74070211092118
61.492334983100875,1,732.5492621755628,Line 2,0.8688913459051385,Wed,18:35,44.09398819368672
113.22867358516015,2,443.3192658188394,Line 2,0.8626331865325831,Mon,17:17,31.951188539504727
75.79988867736996,3,591.273158328881,Line 3,0.799617094602036,Fri,07:30,38.24319865896989
68.35804979360674,3,386.0008103172496,Line 4,0.9438192307597385,Wed,07:25,40.14882121554664
70.42901009772991,0,614.8260810553179,Line 1,0.8503539317475667,Tue,17:47,47.784571827115236
94.46816366334002,3,995.6441217289978,Line 5,0.9524533344295337,Tue,08:14,20.236899343008304
89.93276966941565,1,572.2120085896568,Line 1,0.9508130683290686,Tue,08:01,36.71724311088271
91.21807238317896,3,469.6783991587109,Line 3,0.7758557784197601,Wed,18:14,36.982737983324704
91.70971486175425,0,509.44839713922323,Line 3,0.815676293878112,Fri,08:49,44.85225328037096
138.20998179165915,2,293.4045373692351,Line 2,0.82079142585927,Tue,07:01,29.067219298267915
68.95363985466615,3,803.090417194346,Line 2,0.3750648432001568,Thr,11:43,48.69949211591805
66.07724262383562,0,604.6512924038999,Line 3,0.40811272016295486,Sun,16:48,62.49866608308032
57.88165724622269,3,366.7890027069551,Line 1,0.860284844037251,Sun,17:11,46.03234398296546
96.74232070560197,0,372.47968426321074,Line 4,0.30592761047140504,Sat,06:48,61.44620065613593
110.68546691615384,3,552.6693731659254,Line 4,0.48212829478306507,Tue,12:44,38.57263028857415
76.9029081009405,2,712.7916353544335,Line 4,0.31492587483583534,Tue,09:25,53.37175063804375
57.16454695615849,3,348.95659264091324,Line 5,0.40934628293242104,Sun,12:34,60.12203767173525
57.590600557512104,3,744.4792097439388,Line 5,0.34702699174685125,Wed,06:13,53.959434464855086
97.68311197307537,1,533.9943674796876,Line 1,0.8454383184172443,Thr,08:38,38.42845491510548
100.20164837330955,1,387.5143879408104,Line 5,0.8971626634199223,Wed,17:29,39.08674232716434
94.7629330125352,2,468.308513190498,Line 3,0.9580101850780274,Mon,07:26,33.86601951360106
61.91144615589329,0,855.4199057182464,Line 1,0.37439932008225724,Sat,22:33,59.68492338148356
86.31014476095345,1,307.5207765056259,Line 5,0.31089330445350905,Tue,23:47,62.243696356962175
83.171520292445,0,422.16025738488656,Line 5,0.46840580155815964,Tue,09:27,59.455615007716055
85.94395605909457,3,716.3877747281815,Line 2,0.8845691172266527,Sat,17:45,30.294040686038343
103.6854341846318,0,587.8085517800464,Line 5,0.8619253912349126,Fri,17:25,38.47594317459975
86.07732701569586,1,411.793966274866,Line 4,0.9219372235996084,Sat,07:43,41.89343434298228
98.45287064429411,1,718.5204345958437,Line 3,0.37577749970838903,Fri,10:26,48.60782708512838
81.83679910870806,1,726.8176957126608,Line 1,0.5465562016729357,Mon,23:19,48.06596981402308
87.85826525639376,3,607.8840080700533,Line 4,0.85013000206592,Wed,07:27,32.95034398908025
97.15841397829152,3,443.0326880467876,Line 5,0.9304757187498169,Wed,17:00,31.179813539915017
40.394504816322986,2,469.94793205353267,Line 1,0.8809391729320193,Wed,17:10,51.679198128209826
71.31133633940856,3,599.7243683256713,Line 1,0.8807079258366901,Thr,07:43,36.923893047126285
67.21527125632181,0,320.845350877859,Line 2,0.3210338469692337,Thr,15:37,70.46200007155957
62.635300084745964,3,781.9241851875207,Line 2,0.32143085263837773,Fri,21:05,52.53707640717084
72.52163361165874,0,846.9755215190087,Line 2,0.8847642198679144,Sun,07:21,41.5113819416799
120.63250483935087,0,508.7857663783999,Line 5,0.7892217085016255,Fri,07:53,37.3954891775687
56.46671027545765,0,612.200771692889,Line 5,0.8097115844803687,Sun,08:21,53.04557695302897
106.31780567779646,0,757.1240428244918,Line 4,0.8510708813784699,Sat,18:14,34.66316250849994
34.25959960748243,3,891.5778116726182,Line 2,0.9368260936225604,Sat,17:01,39.98948964144727
70.89782488498665,1,821.9579298701603,Line 2,0.3564425697374175,Tue,14:30,54.99199529571617
84.42362830955405,3,246.8536625416197,Line 1,0.8545283924742685,Fri,18:32,41.02032402935268
95.93352296634518,1,494.88223725983227,Line 4,0.26531077344985776,Mon,23:14,57.11440644187566
99.3311384387698,0,637.4552168865739,Line 2,0.9686981140626933,Sun,07:55,35.523912686453485
101.56317785273397,1,463.6750647501396,Line 5,0.9274981180477014,Tue,18:40,36.2644567294517
70.52165253628746,0,861.3958673562005,Line 4,0.44757638746276657,Tue,09:47,54.91003316148229
67.43327827537706,1,834.6029614334359,Line 3,0.7483142246466826,Sun,07:34,43.97281547706116
103.31978445256944,2,407.4814822263377,Line 5,0.874608704361779,Mon,08:21,35.139789857219085
74.8003484497177,3,521.6335885230673,Line 1,0.2749396281647769,Thr,10:49,55.66189697039029
45.326845731675284,2,419.07537903175614,Line 3,0.4117303536361007,Fri,20:26,65.36367350599369
49.1972535233854,0,515.9169146679753,Line 2,0.37573537471800056,Tue,13:36,70.06752802984751
55.0092868664762,2,510.62373154193796,Line 1,0.8863181227363635,Wed,17:16,46.5286616299819
93.5128290233813,2,716.6802299688337,Line 5,0.292671146370823,Sat,05:55,49.21592890758017
83.87113150639796,0,394.81187718561114,Line 4,0.777210888043056,Fri,07:00,50.53854109888239
98.76739192356195,3,92.93234650237679,Line 1,0.29874176284005505,Fri,21:49,56.674131063733114
68.387273072573,3,269.73445982604403,Line 1,0.8715460296339547,Thr,18:51,44.6339947508682
84.3091088034651,2,370.38655730851553,Line 2,0.3306216550485092,Wed,14:00,57.63292144900343
97.0035469080322,1,435.4703501498815,Line 5,0.8677212019956945,Fri,07:57,39.924610201503285
71.59196105040392,1,582.6937525554594,Line 1,0.2680822964268409,Mon,06:09,62.229762422636846
92.41515095681044,1,361.3923985212741,Line 4,0.34947711775906415,Mon,23:07,58.26446203295199
62.00885292180842,0,338.45705989929775,Line 1,0.21975515364428233,Sat,03:59,74.6356747864546
70.13219645036135,1,387.653419558706,Line 2,0.8732635154674712,Tue,08:13,48.39220811136517
